,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,target
7148,0,0,0.0,0,0,0,0.0,0.0,27,117310.979016494,0
7149,6,9,2300.04,18,9,36,6732.75,413.79,47,77746.8,0
7150,9,0,0.45,0,0,0,0.36,0.15,25,81791.31,0
7151,6,0,0.0,3,30,33,0.0,5.13,42,74069.19,0
7152,0,0,6.0,0,0,0,4.41,1.2,23,220940.28,0
7153,0,0,3.0,0,0,0,2.34,0.99,31,117310.979016494,0
7154,9,0,3.0,0,3,3,14859.84,44573.52,38,124934.67,0
7155,0,0,3.0,3,0,3,2.73,2.22,24,94192.56,0
7156,0,0,3.0,0,0,0,2.34,0.99,26,51769.08,1
7157,0,0,0.0,0,0,0,0.0,0.0,23,193246.05,0
7158,0,0,87.03,6,0,6,52.32,40.65,31,44633.76,0
7159,6,3,3.0,3,21,27,389.61,1162.8,43,117310.979016494,0
7160,0,0,3.0,6,0,6,2.43,1.29,23,67751.82,0
7161,0,0,3.0,0,0,0,2.07,0.18,24,117310.979016494,0
7162,18,0,930.45,6,42,48,1079.7,1324.59,31,167231.58,0
7163,0,0,3.0,0,0,0,2.55,1.68,27,117310.979016494,0
7164,0,0,0.0,0,0,0,0.0,0.0,26,61907.58,0
7165,21,9,0.0,9,12,30,0.0,1103.01,45,135987.3,0
7166,0,0,0.0,0,0,0,0.0,0.0,29,27247.05,0
7167,0,0,15.0,3,0,3,10.17,0.48,23,176330.7,0
7168,0,3,0.0,0,3,6,0.0,0.0,42,67599.3,0
7169,0,0,0.0,0,0,0,0.0,0.0,23,49689.33,0
7170,0,0,0.0,0,3,3,0.0,0.0,23,77040.63,0
7171,0,0,90.0,0,0,0,89.01,87.0,23,84065.64,0
7172,0,0,3.0,0,0,0,2.88,2.67,24,57447.15,0
7173,12,6,9401.37,6,9,21,7273.86,1644.96,62,61645.17,0
7174,9,3,15.0,3,6,12,10.5,1.53,48,117310.979016494,0
7175,0,0,0.0,0,3,3,0.0,0.0,42,97055.94,1
7176,12,6,67177.26,9,0,15,46566.06,0.0,45,129065.64,0
7177,0,0,3.0,0,0,0,2.04,0.12,23,117310.979016494,0
7178,0,0,275.94,0,0,0,399.33,78.03,26,132584.67,0
7179,0,0,30.0,0,0,0,26.34,18.99,22,117310.979016494,0
7180,6,0,12.27,3,3,6,23.46,49.68,40,58168.62,0
7181,3,0,0.0,0,0,0,0.0,0.0,63,117310.979016494,0
7182,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
7183,9,18,0.36,33,3,54,7.35,0.0,37,120380.79,0
7184,0,0,0.0,0,0,0,0.0,0.0,25,52336.77,0
7185,0,0,3.0,0,0,0,2.25,0.78,25,84463.26,0
7186,0,0,3.0,0,0,0,2.31,0.96,23,77548.68,0
7187,6,0,42.03,0,0,0,0.0,0.0,41,69989.25,0
7188,6,0,24.0,0,0,0,181.47,0.0,51,117310.979016494,0
7189,0,0,3.0,0,0,0,2.52,1.59,25,89209.44,0
7190,0,0,0.0,0,0,0,0.0,0.0,57,75172.11,0
7191,0,0,0.0,0,0,0,0.0,0.0,23,164254.86,0
7192,3,0,3.0,6,0,6,2.49,1.44,29,230665.14,1
7193,24,9,120.0,45,15,69,82.59,7.74,55,117310.979016494,0
7194,0,0,0.0,0,0,0,0.0,0.0,23,93268.29,0
7195,6,15,19401.45,24,9,48,0.0,100.11,34,117310.979016494,0
7196,6,0,15.6,9,3,12,8.04,5.22,40,117310.979016494,0
7197,6,0,17.97,0,0,0,7.26,8.91,34,99194.46,0
7198,0,0,3.0,0,0,0,2.73,2.22,30,37246.5,0
7199,0,0,3.0,0,0,0,2.79,2.4,23,102094.89,0
7200,0,0,3.0,0,0,0,2.85,2.55,23,67215.6,0
7201,0,0,0.0,3,0,3,0.0,0.0,64,102223.44,1
7202,3,3,177.18,0,0,3,202.59,0.0,23,243929.82,0
7203,12,0,135.51,6,3,9,142.77,0.0,72,63580.74,0
7204,0,0,0.0,0,0,0,0.0,0.0,24,35641.68,0
7205,0,0,0.0,0,0,0,0.0,0.0,23,104374.98,0
7206,6,0,336.84,0,3,3,343.8,118.98,23,43630.5,0
7207,3,21,3.0,18,3,42,384.51,0.09,32,16615.92,0
7208,0,0,90.0,6,0,6,90.0,0.0,56,113328.57,0
7209,0,0,3.0,3,0,3,2.07,0.21,29,50940.0,0
7210,0,0,60.0,0,0,0,55.35,46.02,23,64670.22,0
7211,9,0,2670.0,9,3,12,2566.35,1624.86,53,77234.79,0
7212,0,0,90.0,0,0,0,62.91,8.7,24,61151.58,0
7213,0,0,90.0,3,0,3,73.56,40.68,23,70217.82,0
7214,9,3,48.21,0,0,3,157.89,0.0,63,114608.31,0
7215,3,0,150.0,0,0,0,106.44,19.35,23,45131.67,0
7216,0,0,3.0,0,0,0,2.22,0.63,23,43928.28,0
7217,0,0,0.0,0,0,0,0.0,0.0,25,394862.46,0
7218,0,0,0.0,0,0,0,0.0,0.0,24,56291.37,0
7219,0,0,6.0,0,0,0,4.14,0.39,24,86423.76,0
7220,0,0,0.0,0,0,0,0.0,0.0,24,121266.57,0
7221,0,0,3.0,0,0,0,2.37,1.08,31,46435.08,0
7222,0,0,118.17,3,12,15,93.72,19.62,40,123230.67,0
7223,0,0,3.0,0,0,0,2.25,0.78,23,213777.84,0
7224,9,9,0.0,33,15,57,0.0,0.0,39,54560.13,0
7225,0,0,3.0,3,0,3,2.22,0.69,23,211268.49,0
7226,0,0,130.02,9,3,12,0.0,140.37,23,117310.979016494,0
7227,0,0,15.0,0,0,0,14.67,14.04,23,117310.979016494,0
7228,12,12,2294.49,6,9,27,1838.16,900.0,63,117499.83,0
7229,0,0,150.0,0,0,0,112.92,38.73,54,52349.25,0
7230,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
7231,3,0,261.3,3,0,3,170.67,209.97,44,99689.82,0
7232,0,9,0.0,21,12,42,8.73,0.0,40,99115.38,0
7233,0,0,0.0,0,0,0,0.0,0.0,23,71201.82,0
7234,6,0,268.23,6,0,6,194.85,0.0,24,27111.75,0
7235,0,0,2.67,0,0,0,2.85,0.0,32,81657.6,0
7236,3,3,13.92,9,0,12,14.46,0.0,43,101912.4,0
7237,3,0,24.42,3,0,3,38.79,2.55,23,117310.979016494,0
7238,0,0,0.0,3,0,3,0.0,0.0,23,126397.59,0
7239,0,0,0.0,0,0,0,0.0,0.0,39,66269.82,0
7240,0,0,3.0,0,0,0,2.61,1.86,25,90533.1,0
7241,0,0,3.0,0,0,0,2.1,0.33,23,65861.7,0
7242,15,3,900.0,3,6,12,645.03,391.95,32,120735.3,0
7243,0,0,3.0,0,0,0,2.4,1.17,23,34978.26,0
7244,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
7245,0,0,3.0,0,0,0,2.88,2.61,26,105934.05,0
7246,0,0,90.0,0,0,0,66.78,20.34,28,65465.49,0
7247,6,3,0.0,6,33,42,0.0,28.29,59,137545.26,0
7248,9,15,1821.99,18,15,48,1584.45,465.54,29,42263.22,0
7249,0,0,90.0,0,0,0,82.77,68.28,25,335276.73,0
7250,0,0,0.0,0,0,0,0.0,0.0,26,41059.44,0
7251,0,0,84.18,3,3,6,0.0,45.03,28,85044.36,0
7252,3,0,3.0,0,0,0,2.88,2.61,24,110140.71,0
7253,15,6,280.05,12,24,42,617.7,50.1,50,122334.93,0
7254,0,0,0.0,0,0,0,0.0,0.0,33,45638.97,0
7255,15,57,469.98,12,0,69,5823.81,18.87,35,37039.29,0
7256,0,0,90.0,0,0,0,77.16,51.45,30,116199.87,0
7257,3,0,573.9,111,0,111,0.0,0.0,30,117310.979016494,0
7258,0,0,90.0,0,0,0,62.91,8.7,22,104721.72,0
7259,0,0,3.0,0,0,0,2.52,1.59,23,32097.81,0
7260,3,0,30.0,18,6,24,20.34,0.99,25,78118.26,0
7261,0,0,2.76,0,0,0,2.88,0.0,26,180595.17,0
7262,3,0,416.4,3,0,3,405.81,2.7,27,1019558.07,1
7263,0,0,65.04,0,0,0,107.52,0.0,23,172294.59,0
7264,0,0,3.0,0,0,0,2.04,0.09,23,373182.72,0
7265,0,0,3.0,0,0,0,2.31,0.96,24,136022.91,0
7266,0,0,0.09,0,12,12,74.61,128.58,34,44934.87,0
7267,0,0,0.0,0,0,0,0.0,0.0,54,79725.39,0
7268,15,0,11.55,0,0,0,19797.78,0.0,62,117310.979016494,0
7269,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
7270,0,0,3.0,0,0,0,2.52,1.56,23,195326.61,0
7271,6,0,469.62,9,0,9,241.14,0.0,35,67231.17,0
7272,0,0,30.0,3,0,3,20.37,1.08,25,116676.63,0
7273,12,0,12.9,3,3,6,78.15,0.0,33,48694.14,0
7274,0,0,0.0,0,0,0,0.0,0.0,46,86050.2,0
7275,0,0,3.0,0,0,0,2.4,1.2,23,133022.1,0
7276,0,0,10347.33,3,0,3,5175.18,0.0,84,424413.78,0
7277,0,0,0.0,0,0,0,0.0,0.0,28,97000.59,0
7278,0,0,3.0,0,3,3,2.94,2.79,23,117310.979016494,0
7279,0,0,0.0,0,0,0,0.0,0.0,24,170514.72,0
7280,0,0,0.0,0,3,3,0.0,0.0,33,117310.979016494,0
7281,9,0,0.0,0,6,6,0.0,88.89,55,97682.46,0
7282,9,21,0.0,39,3,63,0.0,8.25,50,117310.979016494,0
7283,3,0,3.0,0,0,0,2.04,0.09,23,120456.54,0
7284,6,3,4036.86,9,3,15,2019.93,0.0,37,82421.28,0
7285,0,0,3.0,0,3,3,2.25,0.78,26,117310.979016494,0
7286,0,0,0.0,0,0,0,0.0,0.0,39,66499.77,0
7287,0,0,3.0,0,0,0,2.25,0.78,23,117310.979016494,0
7288,3,0,0.0,3,3,6,0.0,0.0,31,117310.979016494,0
7289,0,0,90.0,0,0,0,60.96,2.91,24,68372.4,0
7290,0,0,3.0,0,6,6,2.79,2.4,23,103292.25,0
7291,27,21,0.0,3,6,30,54.03,0.0,56,34377.27,0
7292,0,0,90.0,0,0,0,62.01,6.0,33,117310.979016494,0
7293,0,0,0.0,0,0,0,0.0,0.0,23,135788.67,0
7294,0,0,0.0,0,0,0,0.0,0.0,51,314872.92,0
7295,3,3,1506.0,3,3,9,1963.86,584.31,41,164540.31,0
7296,0,0,15.0,0,0,0,13.11,9.3,23,48255.3,0
7297,3,3,345.48,9,0,12,459.96,0.0,27,117310.979016494,0
7298,0,0,0.0,0,3,3,0.0,0.0,23,166462.26,0
7299,6,0,3.0,0,0,0,2.76,2.31,24,50583.93,0
7300,3,0,0.0,3,3,6,0.0,0.0,23,92070.54,0
7301,0,0,3.0,0,0,0,2.28,0.81,24,117310.979016494,0
7302,0,0,90.0,0,3,3,72.99,39.0,23,162600.75,0
7303,0,0,3.0,0,0,0,2.07,0.18,22,116452.65,0
7304,0,0,0.0,0,0,0,0.0,0.0,36,211802.7,1
7305,0,0,3.0,0,3,3,2.55,1.68,40,106465.23,0
7306,3,3,61.83,12,0,15,43.29,16.02,39,154402.41,0
7307,0,0,3.0,0,0,0,2.61,1.83,23,46159.98,0
7308,0,0,0.0,0,0,0,0.0,0.0,24,149040.09,0
7309,21,27,30.0,33,6,66,23.67,10.98,71,54900.93,0
7310,6,0,5333.31,3,18,21,0.0,3199.98,37,181686.24,0
7311,0,9,87.12,0,6,15,60.15,54.99,23,263873.67,0
7312,30,0,0.0,6,0,6,0.0,0.0,39,30695.37,0
7313,0,0,0.0,0,6,6,0.0,0.0,28,33387.39,1
7314,0,18,867.24,33,21,72,1271.76,2467.71,35,117310.979016494,0
7315,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
7316,0,0,120.0,0,3,3,81.33,3.99,39,117310.979016494,0
7317,6,0,1426.86,6,0,6,2056.11,0.0,35,43825.92,0
7318,0,0,2.67,0,0,0,2.85,0.0,25,117310.979016494,0
7319,0,3,911.46,9,0,12,518.07,0.72,29,149466.93,0
7320,0,0,0.0,0,0,0,0.0,0.0,43,146423.94,1
7321,0,0,3.0,0,0,0,2.7,2.13,26,98424.69,0
7322,3,0,3.0,6,3,9,2.4,1.17,24,117310.979016494,0
7323,0,0,3.0,0,0,0,2.49,1.5,27,117310.979016494,0
7324,0,30,1354.23,42,9,81,834.0,1.5,38,31930.8,0
7325,0,0,0.0,0,0,0,0.0,0.0,23,78909.15,0
7326,0,0,3.0,0,0,0,2.64,1.95,39,40442.97,0
7327,0,3,841.95,18,12,33,1305.99,0.0,48,117310.979016494,0
7328,21,12,0.0,6,3,21,0.0,759.99,40,74253.75,0
7329,0,0,0.0,0,0,0,29.04,0.0,44,70175.97,0
7330,3,6,0.0,0,0,6,0.0,0.0,23,40796.25,0
7331,0,0,3.0,3,0,3,2.64,1.95,23,187444.14,0
7332,0,0,0.0,0,0,0,0.0,0.0,31,193037.52,0
7333,0,0,3.0,0,0,0,2.19,0.6,23,144564.24,0
7334,3,0,5171.1,9,3,12,3835.08,21.99,32,85565.25,0
7335,3,9,3.0,6,6,21,175.38,0.12,59,712572.69,0
7336,0,0,3.0,0,0,0,2.79,2.34,28,117310.979016494,0
7337,0,0,3.0,0,0,0,2.1,0.27,29,94077.6,0
7338,0,0,0.0,0,9,9,0.0,0.0,48,76411.95,0
7339,0,6,31.44,9,0,15,14.76,3.87,37,15859.5,0
7340,0,0,0.0,0,9,9,0.0,0.0,23,155659.32,0
7341,3,3,145.98,6,3,12,228.75,0.0,26,139399.23,0
7342,0,0,0.0,0,0,0,0.0,0.0,46,117310.979016494,0
7343,24,21,178209.99,24,6,51,0.0,15816.36,57,117310.979016494,0
7344,18,15,598.35,21,3,39,344.61,258.0,29,117310.979016494,0
7345,0,0,29.04,0,0,0,29.52,0.0,43,95889.03,0
7346,9,0,0.0,15,18,33,0.0,1.59,27,58726.77,0
7347,0,0,0.0,0,0,0,0.0,0.0,24,162949.83,0
7348,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
7349,0,0,0.0,0,0,0,0.0,0.0,43,55465.23,0
7350,0,0,0.0,0,0,0,0.0,0.0,30,60829.02,1
7351,0,0,90.0,3,0,3,66.78,20.34,25,68137.26,0
7352,6,24,1602.36,57,3,84,1391.4,29.04,35,117310.979016494,0
7353,0,0,90.0,0,0,0,85.86,77.58,23,148718.58,0
7354,0,0,150.0,0,0,0,119.37,58.08,23,52617.96,0
7355,0,0,0.0,0,0,0,0.0,0.0,23,87351.0,0
7356,9,3,60.0,3,9,15,43.32,9.69,54,117310.979016494,0
7357,0,0,3.0,0,0,0,2.88,2.67,27,86819.91,0
7358,0,0,3.0,0,0,0,2.88,2.67,23,90531.36,0
7359,6,18,42000.0,24,36,78,19968.87,16551.78,32,97647.0,0
7360,0,0,3.0,0,0,0,2.13,0.42,27,66927.63,0
7361,0,0,3.0,0,0,0,2.34,0.99,53,64767.24,0
7362,6,0,150.45,0,6,6,161.64,1.2,34,122004.96,0
7363,0,0,0.0,0,0,0,0.0,0.0,37,117310.979016494,0
7364,0,0,0.0,3,0,3,0.0,0.0,36,54140.16,1
7365,30,0,375.18,45,42,87,163.56,78.48,30,423580.5,0
7366,0,0,0.0,0,0,0,0.0,0.0,25,137587.92,0
7367,0,3,90.0,0,3,6,67.53,32.13,30,117310.979016494,0
7368,6,0,0.0,0,0,0,0.0,0.0,45,42343.08,0
7369,6,0,1049.46,0,9,9,865.2,48.39,36,60885.75,0
7370,0,0,3.0,0,0,0,2.34,1.05,29,83876.76,0
7371,0,0,6.21,0,0,0,48.12,0.0,26,117310.979016494,0
7372,0,0,3.0,0,0,0,2.58,1.74,29,87327.36,0
7373,0,0,3.0,0,0,0,3.0,0.0,23,117310.979016494,0
7374,6,6,3.0,30,3,39,2.04,0.12,47,286729.98,0
7375,3,0,3.0,0,0,0,2.34,1.05,23,51898.8,0
7376,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
7377,0,0,3.0,0,0,0,2.7,2.1,29,97873.08,0
7378,3,27,16935.48,60,3,90,0.0,0.0,44,126414.09,0
7379,0,0,90.0,0,3,3,84.81,74.46,23,75596.04,0
7380,0,0,15.0,0,0,0,13.02,9.09,24,54422.82,0
7381,6,0,1.47,0,15,15,20.67,59.07,24,117310.979016494,0
7382,6,6,195.0,36,6,48,218.34,0.0,43,79477.05,0
7383,6,0,6.0,0,6,6,1295.37,3874.08,45,161485.02,0
7384,0,0,0.0,0,0,0,0.0,0.0,23,156980.55,0
7385,0,36,269.16,24,12,72,193.32,7.02,53,266838.09,0
7386,0,0,6.0,0,0,0,5.67,5.04,27,55914.93,0
7387,0,9,0.0,3,12,24,26.04,0.0,38,117310.979016494,0
7388,9,0,163.74,0,0,0,156.3,2.13,23,53324.46,0
7389,0,0,0.0,3,9,12,0.0,0.0,23,283501.38,1
7390,0,0,3.0,6,3,9,2.55,1.62,33,117310.979016494,0
7391,0,0,0.0,0,0,0,0.0,0.0,23,154523.04,0
7392,0,0,3.0,0,0,0,2.28,0.87,23,62494.47,0
7393,12,0,0.0,6,0,6,0.0,0.0,56,88288.14,0
7394,0,0,3.0,0,0,0,2.64,1.95,25,117310.979016494,0
7395,0,0,0.0,0,0,0,0.0,0.0,23,65484.51,0
7396,12,0,217.23,0,6,6,412.2,0.27,50,144077.88,0
7397,0,0,3.0,0,0,0,2.79,2.4,23,54741.33,0
7398,0,0,2.88,0,0,0,2.94,0.0,23,117310.979016494,0
7399,0,0,0.0,0,0,0,0.0,0.0,23,62447.61,0
7400,0,0,3.0,0,0,0,2.43,1.32,23,80771.34,0
7401,18,9,10544.04,30,18,57,0.0,33.69,45,142276.62,0
7402,3,15,106.47,12,12,39,115.47,0.0,35,130292.13,0
7403,0,0,0.0,0,0,0,0.0,0.0,23,275991.36,0
7404,0,0,3.0,0,0,0,2.49,1.47,23,117310.979016494,0
7405,6,0,176.79,6,0,6,119.67,1.65,24,79753.74,0
7406,18,60,0.0,6,3,69,0.0,0.0,45,94660.56,1
7407,0,0,3.0,3,0,3,2.28,0.87,24,73806.81,0
7408,12,30,17253.15,93,3,126,5752.77,2.34,42,84824.52,0
7409,0,36,30.0,15,18,69,0.0,4.14,44,74405.43,0
7410,0,0,0.0,0,0,0,0.0,0.0,45,66917.31,0
7411,0,0,90.0,0,0,0,69.69,29.04,23,165020.52,0
7412,0,0,3.0,0,0,0,2.61,1.83,25,117310.979016494,0
7413,3,0,0.0,0,9,9,0.0,116.04,27,75119.1,0
7414,0,0,0.0,0,0,0,0.0,0.0,23,179374.17,0
7415,9,0,82.74,3,12,15,134.7,6.39,32,112537.17,0
7416,6,3,437.97,9,0,12,336.69,77.58,24,721559.76,0
7417,15,3,0.0,0,9,12,0.0,3.87,68,410635.32,0
7418,0,0,0.0,0,0,0,0.0,0.0,83,73418.67,0
7419,0,0,0.0,0,0,0,0.0,0.0,59,140472.36,0
7420,0,0,3.0,0,0,0,2.49,1.44,44,117310.979016494,0
7421,0,0,0.0,0,0,0,0.0,0.0,24,148343.61,0
7422,0,0,3.0,0,0,0,2.28,0.87,23,278080.41,0
7423,15,3,0.0,3,0,6,0.6,0.0,42,111674.61,0
7424,21,21,16.44,15,9,45,0.0,19.29,49,117310.979016494,0
7425,21,0,75000.0,6,9,15,27333.33,4500.0,42,105645.18,0
7426,0,0,0.0,0,0,0,4361.55,0.0,65,57845.01,0
7427,0,0,0.0,0,0,0,0.0,0.0,30,182573.46,0
7428,0,3,0.0,0,3,6,0.0,12029.97,37,119315.31,0
7429,0,0,0.0,0,3,3,0.0,0.0,23,161510.28,0
7430,0,0,3.0,0,0,0,2.04,0.09,23,50181.09,0
7431,0,0,3.0,0,0,0,2.88,2.67,26,112148.79,0
7432,6,0,90.0,6,0,6,62.91,8.7,25,126063.6,0
7433,0,0,7.56,3,0,3,0.0,3.6,27,84256.74,0
7434,0,6,120.0,9,0,15,709.71,0.0,37,73760.13,0
7435,6,0,0.0,3,0,3,0.0,0.0,33,458500.05,0
7436,0,0,3.0,0,3,3,2.31,0.96,23,161172.24,0
7437,0,0,0.0,0,0,0,0.0,0.0,23,97774.5,0
7438,0,0,0.0,0,0,0,0.0,0.0,23,280243.23,0
7439,9,3,9724.17,6,18,27,5693.19,1355.43,72,160633.62,0
7440,0,0,0.0,0,3,3,0.0,0.0,26,78559.71,1
7441,3,0,90.0,6,3,9,76.44,49.35,24,107309.55,0
7442,0,0,30.0,3,0,3,28.62,25.89,26,33425.28,1
7443,0,0,3.0,0,0,0,2.07,0.18,24,147457.89,0
7444,21,75,3456.96,108,54,237,2143.05,190.5,35,286884.3,0
7445,0,0,3.0,0,0,0,2.04,0.09,25,117310.979016494,0
7446,0,0,90.0,0,0,0,66.78,20.34,23,76887.03,0
7447,3,3,49.56,0,3,6,35.82,9.69,54,117310.979016494,1
7448,12,0,3.42,6,0,6,2.58,0.18,24,42571.44,0
7449,0,0,1.44,0,0,0,2.22,0.0,27,153903.3,0
7450,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
7451,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
7452,0,0,120.0,0,0,0,95.73,47.16,56,61689.66,0
7453,0,0,3.0,0,0,0,2.07,0.18,23,86065.86,0
7454,0,0,1693.02,12,6,18,1822.92,3066.51,70,30175.92,0
7455,0,0,90.0,0,0,0,75.48,46.44,28,117310.979016494,0
7456,0,0,0.0,0,0,0,0.0,0.0,34,93773.64,0
7457,0,0,0.0,0,0,0,0.0,0.0,23,77224.02,0
7458,0,0,3.0,0,0,0,2.82,2.43,23,133422.12,0
7459,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
7460,0,0,0.0,0,0,0,0.0,0.0,50,116015.52,0
7461,3,0,0.0,0,0,0,0.0,0.0,23,108234.78,0
7462,9,0,1254.03,0,6,6,1680.9,1147.05,42,158122.17,0
7463,3,0,300.0,3,0,3,186.3,188.88,40,82276.11,0
7464,0,0,90.0,0,0,0,67.74,23.22,23,119279.61,0
7465,6,3,27000.0,9,0,12,0.0,0.0,40,117310.979016494,0
7466,0,0,90.0,0,0,0,60.96,2.91,23,117310.979016494,0
7467,0,0,0.0,0,0,0,0.0,0.0,23,57423.3,0
7468,0,0,0.0,0,0,0,0.0,0.0,10,290455.29,0
7469,0,0,0.0,0,0,0,0.0,0.0,23,129597.3,0
7470,12,0,9.03,3,0,3,0.0,3.09,46,149780.13,0
7471,0,0,90.0,3,0,3,60.96,2.91,23,54553.74,0
7472,0,0,30.0,3,24,27,43.02,21.0,26,90540.93,0
7473,0,0,0.0,0,0,0,0.0,0.0,39,78846.24,0
7474,0,0,3.0,0,0,0,2.04,0.09,25,56095.2,0
7475,0,0,90.0,0,0,0,70.65,31.95,22,123647.79,0
7476,3,0,54090.0,0,3,3,39616.08,10668.21,55,114503.94,0
7477,6,0,30.0,0,0,0,30.0,0.0,38,109944.42,0
7478,0,0,90.0,3,3,6,86.79,80.34,32,117310.979016494,0
7479,6,15,319.23,12,18,45,240.33,21.57,41,82649.91,1
7480,0,0,3.0,0,0,0,2.34,1.05,26,94799.94,0
7481,0,0,0.0,0,0,0,0.0,0.0,24,47272.35,0
7482,3,0,0.0,0,0,0,0.0,0.0,23,58215.81,0
7483,0,0,15.0,0,0,0,12.51,7.56,23,117310.979016494,0
7484,0,0,3.0,0,0,0,2.25,0.75,24,30342.45,0
7485,18,18,2982.09,21,36,75,4535.91,7643.58,40,117310.979016494,0
7486,0,0,3.0,0,0,0,2.76,2.31,23,28153.68,0
7487,0,0,0.0,0,0,0,0.0,0.0,23,636463.62,0
7488,3,9,122.01,18,3,30,97.14,118.98,23,51939.45,0
7489,0,6,13.41,3,6,15,6.99,0.51,50,142828.2,0
7490,0,0,3.0,0,0,0,2.94,2.79,23,78091.86,0
7491,0,0,0.03,0,0,0,0.03,0.03,23,117310.979016494,0
7492,0,0,0.0,0,0,0,0.0,0.0,39,60286.68,0
7493,0,0,3.0,0,0,0,2.34,0.99,23,130522.11,0
7494,0,0,3.0,0,0,0,2.16,0.51,25,117310.979016494,0
7495,0,0,3.0,0,0,0,2.88,2.61,23,84541.53,0
7496,0,0,0.0,0,0,0,0.0,0.0,36,36987.72,1
7497,0,21,0.0,0,6,27,96.78,0.0,23,159870.27,0
7498,0,0,68.79,3,0,3,63.96,0.12,24,153623.79,0
7499,0,0,3.0,0,0,0,2.34,1.05,23,41009.79,0
7500,0,0,3.0,0,9,9,2.64,1.95,25,124665.96,0
7501,3,0,0.0,0,3,3,0.0,0.0,23,117310.979016494,0
7502,0,0,3.0,0,0,0,2.04,0.12,25,68118.42,0
7503,3,3,250.11,9,3,15,353.07,0.0,23,149899.32,0
7504,0,0,3.0,0,0,0,2.7,2.13,23,122617.68,0
7505,0,0,0.0,0,0,0,0.0,0.0,34,79696.86,0
7506,0,0,90.0,0,0,0,85.86,77.58,44,94567.68,0
7507,3,24,422.52,42,12,78,342.39,34.11,23,235967.13,0
7508,0,3,50.25,18,3,24,550.59,0.0,39,117310.979016494,0
7509,0,0,0.0,0,0,0,0.0,0.0,68,38672.97,0
7510,0,0,0.0,0,0,0,0.0,0.0,25,84169.11,0
7511,0,0,3000.0,0,6,6,2266.68,800.01,39,106834.95,0
7512,0,3,90.0,0,0,3,50.94,5.82,23,117310.979016494,0
7513,33,0,77419.38,6,6,12,0.0,8035.71,77,117310.979016494,0
7514,9,9,1173.9,3,15,27,1111.74,3.72,42,97325.04,0
7515,27,3,0.0,0,0,3,0.0,24.66,38,74991.42,1
7516,9,0,3.0,9,0,9,3.0,0.0,41,99707.94,0
7517,0,0,0.0,0,0,0,0.0,0.0,25,145669.26,0
7518,0,0,6.0,0,0,0,4.05,0.18,25,117310.979016494,0
7519,0,0,90.0,0,0,0,64.98,14.97,23,53065.35,0
7520,0,3,77.58,0,0,3,134.31,0.0,23,51509.34,0
7521,3,39,1496.16,54,54,147,758.07,314.04,37,131419.59,0
7522,0,0,0.0,0,0,0,0.0,0.0,56,173886.78,0
7523,0,48,0.0,6,27,81,310.65,500.22,33,74443.35,0
7524,0,9,526.71,54,24,87,580.77,2.49,30,130737.06,0
7525,9,6,0.0,0,0,6,1338.84,0.0,32,94444.2,0
7526,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
7527,0,0,3.0,0,0,0,2.4,1.23,23,43173.81,0
7528,0,0,3.0,0,0,0,2.25,0.78,23,230700.48,0
7529,0,0,0.0,0,0,0,0.0,0.0,23,136137.18,0
7530,3,6,201.99,6,6,18,135.21,38.7,35,117310.979016494,0
7531,12,0,15.0,0,15,15,12.66,8.01,45,113898.57,0
7532,0,0,0.0,0,0,0,0.0,0.0,27,69519.27,0
7533,0,0,3.0,0,0,0,2.7,2.13,23,117310.979016494,0
7534,12,0,0.0,3,0,3,0.0,0.0,24,66043.92,0
7535,3,6,30.0,0,3,9,21.99,6.0,33,50197.77,0
7536,3,0,5646.0,9,6,15,4948.44,7939.35,50,144232.11,0
7537,0,0,0.0,0,3,3,0.0,0.0,26,38655.87,1
7538,3,6,89.64,6,0,12,121.32,0.0,23,166761.09,0
7539,3,3,90.0,0,0,3,83.01,69.0,23,194806.35,0
7540,0,0,3.0,0,0,0,2.73,2.22,23,61162.95,0
7541,0,0,0.0,0,3,3,0.0,0.0,27,107237.7,0
7542,12,0,3920.22,9,9,18,6292.77,13905.09,40,184873.14,0
7543,0,0,3.0,0,0,0,2.04,0.12,24,142868.37,0
7544,6,24,15.0,39,6,69,11.91,0.0,38,245170.86,0
7545,15,3,4323.24,51,6,60,2206.62,0.0,37,117310.979016494,0
7546,15,0,1212.21,0,0,0,969.21,30.87,37,117066.36,0
7547,0,0,0.0,0,0,0,0.0,0.0,23,301835.43,0
7548,0,3,3.0,0,0,3,3.0,0.0,23,90595.41,0
7549,6,0,3.0,0,0,0,2.16,0.51,23,117310.979016494,0
7550,0,0,0.0,0,0,0,0.0,0.0,23,92475.96,0
